time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2022-02-14 10:38:47.516 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184956686336,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,112009832,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:39:47.521 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184956686336,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,113058408,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:40:47.530 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184956510208,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,115155560,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:41:47.584 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184956440576,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,117252712,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:42:47.586 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955727872,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,119349864,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:43:47.599 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955633664,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,121447016,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:44:47.610 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955633664,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,123544168,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:45:47.615 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955633664,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,126689896,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:46:47.623 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955633664,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,127738472,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:47:47.633 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955633664,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,129835624,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:48:47.642 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955629568,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,132981352,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:49:47.658 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184955101184,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,135078504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:49:55.574 UTC, ,250,3177162,1704,31184, , ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184954937344,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644833447036, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,138224232,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 13:23:22.029 UTC, ,250,3163618,1704,17528,112, ,4,1,36,4,0.11, , , , , , , ,4,4, ,3,1,4,1,7, ,30,12, , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , , , ,-1,-1, , , , , ,1,32, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1644845001935, ,1, , ,3145728,4294970511, , ,23,0, , , ,4, , , ,3, , , , ,23,1,6308,6, , , , ,106962,31, , , , , , , , ,33,124,122735392,-1, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2022-02-14 13:24:22.036 UTC, ,250,3176226,1704,30136,112, ,5,1,32,1,0.03, , , , , , , ,5,5, , ,1,5,1,8, ,26,26, , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184747458560,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644845001935, , , , ,3145728,4294970511, , ,29,0, , , ,1, , , ,3, , , , ,29,2,4939,5, , , , ,10085,25, , , , , , , , ,24,52,192456584,-1, , , , , , ,32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31, , , , , , , , 
2022-02-14 13:25:22.041 UTC, ,250,3177274,1704,31184,112, ,5, ,1, , , , , , , , , ,5,5, , , ,5,1,8, ,1,1, , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184747335680,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644845001935, , , , ,3145728,4294970511, , ,1,0, , , , , , , ,3, , , , ,1,2,343,1, , , , , , , , , , , , , , ,45,103,116060472,-1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2022-02-14 13:26:22.057 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184747335680,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644845001935, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , ,6,18,105507016,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 13:27:22.071 UTC, ,250,3177274,1704,31184,112, ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184747335680,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644845001935, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , ,44,112,97425696,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 13:27:50.609 UTC, ,250,3177162,1704,31184, , ,5, , , , , , , , , , , ,5,5, , , ,5,1,8, , , , , , , , , , , , , , , , ,4294970511,3, ,4294969104, , , , ,16182,184747331584,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16182, ,1644845001935, , , , ,3145728,4294970511, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,102668576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
