time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2022-02-14 10:27:47.388 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184970248192,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,86844008,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:28:47.398 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184970063872,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,89989736,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:29:47.407 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184970063872,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,92086888,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:30:47.418 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184969961472,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,94184040,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:31:47.426 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184969928704,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,96281192,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:32:47.440 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184973078528,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,98378344,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:33:47.457 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184957313024,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,100475496,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:34:47.475 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184957046784,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,102572648,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:35:47.492 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956928000,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,104669800,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:36:47.496 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956600320,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,106766952,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:37:47.498 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956686336,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,108864104,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:38:47.516 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956686336,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,112009832,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:39:47.521 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956686336,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,113058408,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:40:47.530 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956510208,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,115155560,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:41:47.550 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184956440576,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,117252712,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:42:47.555 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955727872,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,119349864,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:43:47.563 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955633664,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,121447016,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:44:47.576 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955633664,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,123544168,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:45:47.587 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955633664,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,125641320,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:46:47.606 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955633664,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,127738472,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:47:47.616 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955633664,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,129835624,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:48:47.642 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955629568,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,132981352,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:49:47.658 UTC, ,250,3464250,3432,317600,672, ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184955101184,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,135078504,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 10:49:55.540 UTC, ,250,3463578,3432,317600, , ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184954937344,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644833447144, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,138224232,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 13:23:22.115 UTC, ,250,3167626,2608,21536,112, ,4,2,51,4,0.08, , , , , , ,1,4,4, ,3,1,4,1,6, ,42,15, , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , , , ,-1,-1, , , , , ,1,48, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1644845002029, , , , ,3145728,4294974853, , ,26,0, , , ,4, , , ,3, , , , ,26,1,8413,8, , , , ,105516,32, , , , , , , , ,34,129,75083752,-1, , , , , , ,37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-02-14 13:24:22.128 UTC, ,250,3237642,3200,91104,560, ,8,1,2617,4,0.00, , , , , , , ,8,8, , ,2,4,1,10, ,2882,90, , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184747458560,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644845002029, , , , ,3145728,4294974853, , ,100,0, , , ,1, , , ,3, , , , ,100,2,9754,12, , , ,1,65281,90, , , , , , , , ,23,47,193505160,-1, , , , , , ,2906, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,293,2581,6, , , , , , , 
2022-02-14 13:25:22.139 UTC, ,250,3464250,3432,317600,672, ,16,5,4602,8,0.00, , , , , , , ,16,9, , ,5,4,1,10, ,5638,634, , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184747335680,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644845002029, , , , ,3145728,4294974853, , ,648,0, , , , , , , ,3, , , , ,648,2,23511,15, , , ,8,261072,641, , , , , , , , ,45,103,117109048,-1, , , , , , ,5664, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1088,4548,4, , , , , , , 
2022-02-14 13:26:22.144 UTC, ,250,3464250,3432,317600,672, ,16, ,3, , , , , , , , , ,16,9, , , ,4,1,10, ,3, , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184747335680,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644845002029, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , ,6,18,106555592,-1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , 
2022-02-14 13:27:22.153 UTC, ,250,3464250,3432,317600,672, ,16, ,2286, , , , , , , , , ,16,9, , , ,4,1,10, ,2496, , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184747335680,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644845002029, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , ,44,112,98474272,-1, , , , , , ,2508, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,228,2268,2, , , , , , , 
2022-02-14 13:27:50.592 UTC, ,250,3463578,3432,317600, , ,16, , , , , , , , , , , ,16,9, , , ,4,1,10, , , , , , , , , , , , , , , , ,4294974853,3, ,4294971491, , , , ,2316257,184747331584,72,72, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2316257, ,1644845002029, , , , ,3145728,4294974853, , , ,0, , , , , , , ,3, , , , , ,2, , , , , , , , , , , , , , , , , , ,102668576,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
